0.010534,0.59926,1e-15
0.010955,0.58198,1e-15
0.011392,0.58408,1e-15
0.011847,0.59668,1e-15
0.01232,0.61541,1e-15
0.012812,0.61099,1e-15
0.013324,0.62822,1e-15
0.013856,0.63018,1e-15
0.014409,0.63107,1e-15
0.014984,0.62312,1e-15
0.015583,0.62111,1e-15
0.016205,0.63116,1e-15
0.016852,0.61168,1e-15
0.017525,0.42459,1e-15
0.018225,0.1215,1e-15
0.018952,0.059035,1e-15
0.019709,0.038389,1e-15
0.020496,0.025722,1e-15
0.021315,0.019079,1e-15
0.022166,0.015213,1e-15
0.023051,0.011514,1e-15
0.023971,0.0095689,1e-15
0.024928,0.0083895,1e-15
0.025924,0.0067833,1e-15
0.026959,0.0058539,1e-15
0.028035,0.004874,1e-15
0.029155,0.0044308,1e-15
0.030319,0.0037131,1e-15
0.031529,0.0029236,1e-15
0.032788,0.0023933,1e-15
0.034098,0.0020091,1e-15
0.035459,0.0014732,1e-15
0.036875,0.001174,1e-15
0.038348,0.00093404,1e-15
0.039879,0.00065335,1e-15
0.041471,0.00049636,1e-15
0.043127,0.00037402,1e-15
0.044849,0.00026104,1e-15
0.04664,0.00017808,1e-15
0.048502,0.00014555,1e-15
0.050439,0.0001285,1e-15
0.052453,0.00012099,1e-15
0.054547,0.00013096,1e-15
0.056725,0.00014165,1e-15
0.058991,0.00015685,1e-15
0.061346,0.00017207,1e-15
0.063796,0.00017399,1e-15
0.066343,0.00019625,1e-15
0.068992,0.00017632,1e-15
0.071747,0.00017859,1e-15
0.074612,0.00016466,1e-15
0.077591,0.00014612,1e-15
0.080689,0.00013867,1e-15
0.083911,0.00012266,1e-15
0.087262,0.00011178,1e-15
0.090746,9.6924e-05,1e-15
0.094369,9.5131e-05,1e-15
0.098138,8.783e-05,1e-15
0.10206,7.3576e-05,1e-15
0.10613,6.2651e-05,1e-15
0.11037,5.0405e-05,1e-15
0.11478,4.246e-05,1e-15
0.11936,3.5554e-05,1e-15
0.12413,2.6165e-05,1e-15
0.12908,2.1438e-05,1e-15
0.13424,1.6729e-05,1e-15
0.1396,1.2048e-05,1e-15
0.14517,8.7481e-06,1e-15
0.15097,6.315e-06,1e-15
0.15699,5.1358e-06,1e-15
0.16326,3.9638e-06,1e-15
0.16978,3.3135e-06,1e-15
0.17656,3.6888e-06,1e-15
0.18361,3.5515e-06,1e-15
0.19094,3.2821e-06,1e-15
0.19857,2.8835e-06,1e-15
0.2065,2.6911e-06,1e-15
0.21474,2.8551e-06,1e-15
0.22332,2.8111e-06,1e-15
0.23223,2.33e-06,1e-15
0.24151,1.6221e-06,1e-15
0.25115,2.2825e-06,1e-15
0.26118,1.6269e-06,1e-15
0.27161,1.4439e-06,1e-15
0.28245,1.7642e-06,1e-15
0.29399,1.6612e-06,1e-15
