0.010534,0.54943,0.010164
0.010954,0.56217,0.0092205
0.011392,0.56156,0.0081494
0.011846,0.56259,0.0071769
0.012319,0.57672,0.0065717
0.012811,0.56599,0.0057755
0.013323,0.57375,0.005217
0.013854,0.58043,0.0047556
0.014407,0.5769,0.0042965
0.014983,0.57144,0.0038145
0.015581,0.56855,0.0034781
0.016203,0.57372,0.0032273
0.01685,0.55634,0.0029116
0.017522,0.42447,0.0033771
0.018222,0.19517,0.0022862
0.018949,0.11651,0.0013703
0.019706,0.07855,0.00093496
0.020493,0.05901,0.00071533
0.021311,0.043087,0.00054191
0.022162,0.033401,0.00042645
0.023046,0.026805,0.00035279
0.023966,0.020241,0.00027626
0.024923,0.016805,0.00023075
0.025918,0.013004,0.00018532
0.026953,0.010455,0.00015441
0.028029,0.0086245,0.00012994
0.029148,0.0069411,0.00010833
0.030312,0.0057581,9.2242e-05
0.031522,0.0047088,7.8061e-05
0.03278,0.0039325,6.682e-05
0.034089,0.0032905,5.7969e-05
0.03545,0.0026277,4.8984e-05
0.036865,0.0022471,4.3656e-05
0.038337,0.0018956,3.8996e-05
0.039867,0.0015875,3.4834e-05
0.041459,0.0013332,3.1483e-05
0.043114,0.0011451,2.9115e-05
0.044835,0.00095408,2.6031e-05
0.046625,0.00081804,2.3507e-05
0.048487,0.00068882,2.107e-05
0.050422,0.00059601,1.9206e-05
0.052435,0.00048706,1.7086e-05
0.054529,0.00040782,1.5336e-05
0.056705,0.00036296,1.4293e-05
0.058969,0.00026749,1.2159e-05
0.061324,0.00024811,1.1757e-05
0.063772,0.00020955,1.0845e-05
0.066318,0.00018342,1.0215e-05
0.068965,0.00016831,1.0083e-05
0.071719,0.00011549,8.8266e-06
0.074582,9.4534e-05,8.634e-06
0.077559,8.4267e-05,8.8325e-06
0.080656,8.0728e-05,9.4349e-06
0.083876,6.07e-05,8.9303e-06
0.087224,5.27e-05,8.8508e-06
0.090706,4.797e-05,9.1774e-06
0.094328,3.6665e-05,8.5225e-06
0.098093,4.4438e-05,1.0185e-05
0.10201,2.3591e-05,7.8842e-06
0.10608,2.0486e-05,7.7917e-06
0.11032,1.3361e-05,6.8522e-06
0.11445,1.7198e-05,8.4144e-06
