0.010534,0.63228,0.013975
0.010955,0.62862,0.012398
0.011392,0.62218,0.010893
0.011847,0.61479,0.0095199
0.01232,0.63179,0.0087067
0.012812,0.63847,0.0078188
0.013324,0.63185,0.0069485
0.013856,0.64102,0.0063378
0.014409,0.63952,0.0057469
0.014984,0.63882,0.0051583
0.015583,0.64371,0.0047441
0.016205,0.6464,0.004386
0.016852,0.62469,0.003957
0.017525,0.4467,0.0039197
0.018225,0.11381,0.0017604
0.018952,0.041015,0.00080278
0.019709,0.018901,0.00047424
0.020496,0.0099272,0.00031554
0.021315,0.0059125,0.0002267
0.022166,0.0032076,0.00015509
0.023051,0.0019411,0.00011425
0.023971,0.0015604,9.5464e-05
0.024928,0.0014187,8.493e-05
0.025924,0.0015597,8.3243e-05
0.026959,0.0018421,8.5385e-05
0.028035,0.0018732,8.076e-05
0.029155,0.0020025,7.849e-05
0.030319,0.0020997,7.5841e-05
0.031529,0.0021488,7.2215e-05
0.032788,0.0021727,6.8453e-05
0.034098,0.0020442,6.3187e-05
0.035459,0.0018914,4.6335e-05
0.036875,0.0016962,4.1368e-05
0.038348,0.0014931,3.6897e-05
0.039879,0.0013174,3.3013e-05
0.041471,0.001129,2.9112e-05
0.043127,0.00089399,2.4725e-05
0.044849,0.00066768,2.0121e-05
0.04664,0.00047511,1.5961e-05
0.048502,0.00033215,1.254e-05
0.050439,0.00022042,9.6084e-06
0.052453,0.00012112,6.6424e-06
0.054547,6.2889e-05,4.4729e-06
0.056725,3.8799e-05,3.3217e-06
0.058991,4.7689e-05,3.5154e-06
0.061346,6.911e-05,4.0848e-06
0.063796,0.00010752,4.9552e-06
0.066343,0.00015491,5.7999e-06
0.068992,0.0001882,6.2426e-06
0.071747,0.00021729,6.5653e-06
0.074612,0.00025154,6.9391e-06
0.077591,0.00025389,6.7372e-06
0.080689,0.00024445,6.3843e-06
0.083911,0.00023795,6.0426e-06
0.087262,0.00022228,5.5925e-06
0.090746,0.00019178,4.8795e-06
0.094369,0.00016934,4.3416e-06
0.098138,0.00012372,3.4213e-06
0.10206,9.2081e-05,2.7301e-06
0.10613,7.4663e-05,2.3318e-06
0.11037,6.2786e-05,2.0342e-06
0.11478,5.3991e-05,1.8287e-06
0.11936,4.1725e-05,1.5525e-06
0.12413,3.2864e-05,1.3441e-06
0.12908,2.7466e-05,1.1947e-06
0.13424,2.023e-05,9.8157e-07
0.1396,1.4601e-05,8.0055e-07
0.14517,1.0176e-05,6.4572e-07
0.15097,7.5859e-06,5.4347e-07
0.15699,6.7454e-06,5.0247e-07
0.16326,4.6393e-06,4.0812e-07
0.16978,4.4788e-06,3.9698e-07
0.17656,4.6052e-06,4.0482e-07
0.18361,4.0686e-06,3.7859e-07
0.19094,4.5045e-06,4.0295e-07
0.19857,4.0117e-06,3.8846e-07
0.2065,3.9495e-06,4.0441e-07
0.21474,3.411e-06,4.0571e-07
0.22332,2.9427e-06,4.0178e-07
0.23223,2.4061e-06,3.9175e-07
0.24151,1.824e-06,3.624e-07
0.25115,2.5762e-06,4.6973e-07
0.26118,2.469e-06,4.8792e-07
0.27161,2.2587e-06,4.9505e-07
0.28245,2.7523e-06,5.7927e-07
0.29399,1.8875e-06,4.9075e-07
